Journ�e du 01/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,51500,54200,54241
00:15,51100,53750,54333
00:30,50700,53300,53176
00:45,49850,52400,51966
01:00,49000,51500,51632
01:15,49200,51850,51944
01:30,49400,52200,51506
01:45,49050,51700,51577
02:00,48700,51200,51155
02:15,47950,50700,51255
02:30,47200,50200,50178
02:45,46350,49350,49354
03:00,45500,48500,48460
03:15,44950,47900,47815
03:30,44400,47300,47239
03:45,43900,46700,46617
04:00,43400,46100,46055
04:15,43150,45700,45805
04:30,42900,45300,45296
04:45,42850,45200,45013
05:00,42800,45100,45124
05:15,42850,45100,45311
05:30,42900,45100,45157
05:45,43000,45150,45170
06:00,43100,45200,45167
06:15,43250,45450,45797
06:30,43400,45700,45690
06:45,43400,45900,45847
07:00,43400,46100,45942
07:15,43500,46250,46346
07:30,43600,46400,46424
07:45,43650,46750,46636
08:00,43700,47100,46919
08:15,43650,47250,46958
08:30,43600,47400,47089
08:45,43600,47350,47298
09:00,43600,47300,47302
09:15,43850,47750,47761
09:30,44100,48200,48035
09:45,44550,48250,48259
10:00,45000,48300,48334
10:15,45450,48600,48704
10:30,45900,48900,48851
10:45,46100,49350,49109
11:00,46300,49800,49311
11:15,46850,49900,49823
11:30,47400,50000,49959
11:45,48350,50700,50039
12:00,49300,51400,50841
12:15,49050,51600,51219
12:30,48800,51800,51653
12:45,49750,52250,52526
13:00,50700,52700,51716
13:15,49350,51500,51108
13:30,48000,50300,50348
13:45,47350,49650,49527
14:00,46700,49000,48959
14:15,46500,48900,48673
14:30,46300,48800,48052
14:45,45450,47900,47350
15:00,44600,47000,46934
15:15,44350,46750,46689
15:30,44100,46500,46518
15:45,43900,46250,46315
16:00,43700,46000,46043
16:15,43750,45950,46215
16:30,43800,45900,46297
16:45,44400,46400,46753
17:00,45000,46900,47252
17:15,46300,48100,48356
17:30,47600,49300,49881
17:45,48600,50150,51292
18:00,49600,51000,52094
18:15,50100,51400,52869
18:30,50600,51800,53438
18:45,51200,52300,54226
19:00,51800,52800,54798
19:15,52100,53000,55153
19:30,52400,53200,54982
19:45,52300,53200,54800
20:00,52200,53200,54373
20:15,52000,53100,54041
20:30,51800,53000,53548
20:45,51250,52550,53032
21:00,50700,52100,52703
21:15,50100,51350,52457
21:30,49500,50600,51772
21:45,49000,49900,51372
22:00,48500,49200,51015
22:15,49150,49850,51237
22:30,49800,50500,52108
22:45,51000,51650,53965
23:00,52200,52800,53748
23:15,52000,52650,53646
23:30,51800,52500,53238
23:45,51950,52300,53533
,,,
,,,
Journ�e du 02/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,52100,52800,52761
00:15,51300,52000,52483
00:30,50500,51200,51179
00:45,49500,50300,49977
01:00,48500,49400,49674
01:15,49050,49750,49840
01:30,49600,50100,49409
01:45,49450,49950,49414
02:00,49300,49800,48917
02:15,48500,49000,49168
02:30,47700,48200,48167
02:45,47000,47400,47425
03:00,46300,46600,46556
03:15,45900,46050,46019
03:30,45500,45500,45486
03:45,45200,45050,45026
04:00,44900,44600,44645
04:15,44800,44450,44538
04:30,44700,44300,44267
04:45,44500,44100,44242
05:00,44300,43900,44232
05:15,44450,44250,44488
05:30,44600,44600,44608
05:45,44850,44650,44593
06:00,45100,44700,44730
06:15,45600,45050,45430
06:30,46100,45400,45438
06:45,46250,45650,45573
07:00,46400,45900,45840
07:15,46800,46150,46332
07:30,47200,46400,46438
07:45,47600,46850,46701
08:00,48000,47300,47301
08:15,48200,47600,47657
08:30,48400,47900,47898
08:45,48750,48350,48111
09:00,49100,48800,48685
09:15,49750,49350,49251
09:30,50400,49900,49899
09:45,50800,50600,50591
10:00,51200,51300,50884
10:15,51450,51700,51578
10:30,51700,52100,51971
10:45,51850,52550,52433
11:00,52000,53000,52847
11:15,52400,53250,53174
11:30,52800,53500,53301
11:45,53550,54550,53724
12:00,54300,55600,54780
12:15,54300,55500,55445
12:30,54300,55400,56070
12:45,55400,56350,56933
13:00,56500,57300,56134
13:15,55150,55750,55191
13:30,53800,54200,54166
13:45,52800,53400,53382
14:00,51800,52600,52621
14:15,51650,52550,52408
14:30,51500,52500,51541
14:45,50800,51350,50722
15:00,50100,50200,50206
15:15,49950,50050,50218
15:30,49800,49900,49853
15:45,49650,49600,49657
16:00,49500,49300,49398
16:15,49550,49400,49470
16:30,49600,49500,49622
16:45,50300,50250,49590
17:00,51000,51000,50407
17:15,52300,52400,51452
17:30,53600,53800,52783
17:45,54650,54900,53819
18:00,55700,56000,55134
18:15,56300,56650,55924
18:30,56900,57300,56694
18:45,57200,57650,57353
19:00,57500,58000,58357
19:15,57350,57900,58330
19:30,57200,57800,58056
19:45,56850,57500,57567
20:00,56500,57200,57028
20:15,55700,56500,56474
20:30,54900,55800,55720
20:45,54350,55300,55447
21:00,53800,54800,54940
21:15,53000,54050,54442
21:30,52200,53300,53738
21:45,51600,52750,53021
22:00,51000,52200,52529
22:15,51600,52600,52723
22:30,52200,53000,53433
22:45,53400,54000,55008
23:00,54600,55000,54438
23:15,54400,55000,54419
23:30,54200,55000,54233
23:45,54200,54600,54456
,,,
,,,
Journ�e du 03/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,54200,53700,53717
00:15,53300,52950,53271
00:30,52400,52200,52153
00:45,51500,51250,50622
01:00,50600,50300,50524
01:15,50850,50600,50549
01:30,51100,50900,50238
01:45,51000,50750,50193
02:00,50900,50600,49843
02:15,50200,49900,50151
02:30,49500,49200,49220
02:45,48750,48600,48612
03:00,48000,48000,47950
03:15,47550,47450,47536
03:30,47100,46900,46912
03:45,46700,46500,46526
04:00,46300,46100,46279
04:15,46550,46250,46507
04:30,46800,46400,46479
04:45,47450,46750,46387
05:00,48100,47100,47024
05:15,48950,47850,48248
05:30,49800,48600,48611
05:45,51050,49600,49473
06:00,52300,50600,50617
06:15,53900,52450,53098
06:30,55500,54300,54091
06:45,57050,55950,55786
07:00,58600,57600,57390
07:15,60100,58700,58691
07:30,61600,59800,59961
07:45,62900,61150,60977
08:00,64200,62500,62072
08:15,64200,62500,62697
08:30,64200,62500,62589
08:45,64200,62950,62880
09:00,64200,63400,63406
09:15,64500,63550,63555
09:30,64800,63700,63735
09:45,64850,63700,63982
10:00,64900,63700,63654
10:15,64950,63650,63650
10:30,65000,63600,63697
10:45,64850,63500,63407
11:00,64700,63400,63411
11:15,64800,63500,63551
11:30,64900,63600,63610
11:45,65100,64150,63710
12:00,65300,64700,64519
12:15,65100,64450,64696
12:30,64900,64200,64557
12:45,65500,64950,65193
13:00,66100,65700,64155
13:15,64950,64450,63843
13:30,63800,63200,63181
13:45,63500,62850,62842
14:00,63200,62500,62509
14:15,62850,62600,62318
14:30,62500,62700,61287
14:45,61650,61550,60954
15:00,60800,60400,60557
15:15,60250,60050,60134
15:30,59700,59700,59729
15:45,59400,59700,60054
16:00,59100,59700,59594
16:15,59150,59550,59604
16:30,59200,59400,59397
16:45,59700,60000,59813
17:00,60200,60600,60389
17:15,61500,61650,61617
17:30,62800,62700,62668
17:45,63850,63750,64021
18:00,64900,64800,64817
18:15,65600,65450,65266
18:30,66300,66100,66078
18:45,66900,66850,66985
19:00,67500,67600,67504
19:15,66800,67000,66925
19:30,66100,66400,66335
19:45,65000,65400,65376
20:00,63900,64400,64396
20:15,62800,63300,63537
20:30,61700,62200,62246
20:45,60450,61085,61386
21:00,59200,59970,60352
21:15,58100,59225,59702
21:30,57000,58480,58526
21:45,56100,57700,57902
22:00,55200,56920,57440
22:15,55300,57305,57049
22:30,55400,57690,57601
22:45,56700,58530,59074
23:00,58000,59370,58722
23:15,57850,59185,58595
23:30,57700,59000,57946
23:45,57400,58450,58467
,,,
,,,
Journ�e du 04/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,57100,57400,57552
00:15,56150,56500,57101
00:30,55200,55600,55591
00:45,54100,54600,54114
01:00,53000,53600,53594
01:15,53300,53750,53936
01:30,53600,53900,53493
01:45,53450,53800,53530
02:00,53300,53700,53022
02:15,52550,52950,53375
02:30,51800,52200,52229
02:45,50950,51550,51465
03:00,50100,50900,50872
03:15,49500,50450,50432
03:30,48900,50000,50037
03:45,48600,49650,49647
04:00,48300,49300,49506
04:15,48350,49250,49492
04:30,48400,49200,49386
04:45,48500,49650,49329
05:00,48600,50100,50097
05:15,49400,50750,51371
05:30,50200,51400,51391
05:45,51250,52550,52158
06:00,52300,53700,53362
06:15,54050,55250,55621
06:30,55800,56800,56786
06:45,57450,58250,58243
07:00,59100,59700,59716
07:15,60600,61250,61311
07:30,62100,62800,62897
07:45,63150,63850,63761
08:00,64200,64900,64831
08:15,64500,65350,65329
08:30,64800,65800,65767
08:45,64800,65900,65935
09:00,64800,66000,66125
09:15,65050,66250,66242
09:30,65300,66500,66507
09:45,65250,66300,66475
10:00,65200,66100,66324
10:15,65200,66500,66614
10:30,65200,66900,66584
10:45,65100,66700,66710
11:00,65000,66500,66507
11:15,65200,66700,66866
11:30,65400,66900,66886
11:45,65600,67250,67150
12:00,65800,67600,67657
12:15,65350,67800,67764
12:30,64900,68000,68076
12:45,65650,67400,68700
13:00,66400,66800,68018
13:15,65400,66350,67423
13:30,64400,65900,66797
13:45,64100,65900,66288
14:00,63800,65900,65919
14:15,63900,65300,65632
14:30,64000,64700,64778
14:45,63150,64250,64219
15:00,62300,63800,63790
15:15,62150,63450,63423
15:30,62000,63100,63062
15:45,61850,62900,62760
16:00,61700,62700,63030
16:15,61850,62600,62747
16:30,62000,62500,62597
16:45,62550,63000,62800
17:00,63100,63500,63480
17:15,64400,64450,64385
17:30,65700,65400,65468
17:45,67050,66300,66509
18:00,68400,67200,67167
18:15,68950,67900,67917
18:30,69500,68600,68582
18:45,70200,69350,69484
19:00,70900,70100,69887
19:15,70250,69550,69530
19:30,69600,69000,68864
19:45,68600,67950,67955
20:00,67600,66900,67205
20:15,66450,65800,66133
20:30,65300,64700,64663
20:45,64300,63900,63804
21:00,63300,63100,62934
21:15,62350,62200,62185
21:30,61400,61300,61366
21:45,60650,60450,60514
22:00,59900,59600,60179
22:15,60150,60000,60051
22:30,60400,60400,60387
22:45,61300,61350,62233
23:00,62200,62300,61616
23:15,61850,61965,61528
23:30,61500,61630,61142
23:45,61100,61015,61324
,,,
,,,
Journ�e du 05/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,61500,60400,60436
00:15,60500,59600,60575
00:30,59500,58800,58967
00:45,58450,57950,57525
01:00,57400,57100,57207
01:15,57800,57550,57615
01:30,58200,58000,57465
01:45,58000,58100,57599
02:00,57800,58200,57151
02:15,57200,57550,57798
02:30,56600,56900,56878
02:45,55800,56350,56248
03:00,55000,55800,55717
03:15,54650,55450,55577
03:30,54300,55100,55153
03:45,54000,54800,54787
04:00,53700,54500,54810
04:15,53850,54800,55040
04:30,54000,55100,55115
04:45,54550,55500,55336
05:00,55100,55900,55889
05:15,56000,56800,57162
05:30,56900,57700,57621
05:45,58000,58800,58491
06:00,59100,59900,59892
06:15,61000,61550,62170
06:30,62900,63200,63205
06:45,64500,64700,64550
07:00,66100,66200,66155
07:15,67950,67450,67525
07:30,69800,68700,68740
07:45,70750,70000,70280
08:00,71700,71300,71295
08:15,72200,72000,72305
08:30,72700,72700,72724
08:45,72600,73150,73070
09:00,72500,73600,73479
09:15,72750,73650,73728
09:30,73000,73700,73690
09:45,73000,73550,73971
10:00,73000,73400,73469
10:15,72800,73400,73757
10:30,72600,73400,73398
10:45,72550,73250,73361
11:00,72500,73100,73099
11:15,72600,73150,73290
11:30,72700,73200,73214
11:45,72850,73600,73325
12:00,73000,74000,73925
12:15,72650,73900,73719
12:30,72300,73800,73841
12:45,73050,74150,74142
13:00,73800,74500,73235
13:15,72500,72900,72619
13:30,71200,71300,71292
13:45,71100,71050,70966
14:00,71000,70800,70723
14:15,70850,70200,70455
14:30,70700,69600,69557
14:45,69650,69100,69099
15:00,68600,68600,68578
15:15,68250,68300,68641
15:30,67900,68000,68319
15:45,67600,67700,68042
16:00,67300,67400,68197
16:15,67450,67550,68122
16:30,67600,67700,68331
16:45,68100,68200,68622
17:00,68600,68700,69199
17:15,69750,69800,70552
17:30,70900,70900,71999
17:45,72250,72250,73563
18:00,73600,73600,74711
18:15,74550,74550,75589
18:30,75500,75500,76334
18:45,76250,76250,77568
19:00,77000,77000,78218
19:15,76400,76450,77812
19:30,75800,75900,77185
19:45,74950,75050,76144
20:00,74100,74200,75272
20:15,72800,72950,73903
20:30,71500,71700,72848
20:45,70500,70700,71688
21:00,69500,69700,70809
21:15,68500,68750,69935
21:30,67500,67800,68891
21:45,66850,67150,67851
22:00,66200,66500,67331
22:15,66550,66800,67353
22:30,66900,67100,68033
22:45,68200,68300,69657
23:00,69500,69500,68725
23:15,69350,69300,68871
23:30,69200,69100,68130
23:45,68350,68300,68859
,,,
,,,
Journ�e du 06/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,67500,67700,67679
00:15,66700,66800,67556
00:30,65900,65900,66014
00:45,64950,65300,64926
01:00,64000,64700,64529
01:15,64400,64950,64681
01:30,64800,65200,64383
01:45,64650,65050,64378
02:00,64500,64900,64238
02:15,63850,64300,64523
02:30,63200,63700,63658
02:45,62550,63100,63033
03:00,61900,62500,62475
03:15,61550,62150,62203
03:30,61200,61800,61806
03:45,60900,61400,61362
04:00,60600,61000,61233
04:15,60550,61000,61089
04:30,60500,61000,61141
04:45,60950,61500,61475
05:00,61400,62000,62100
05:15,62350,62950,63400
05:30,63300,63900,63805
05:45,64400,65000,64902
06:00,65500,66100,66084
06:15,67600,67900,68425
06:30,69700,69700,69637
06:45,71450,71300,71374
07:00,73200,72900,72882
07:15,74800,74650,74863
07:30,76400,76400,76473
07:45,77300,77500,77694
08:00,78200,78600,78609
08:15,78400,79150,79360
08:30,78600,79700,79677
08:45,78700,79750,80078
09:00,78800,79800,79821
09:15,78900,79850,79787
09:30,79000,79900,80053
09:45,78800,79800,80014
10:00,78600,79700,79724
10:15,78450,79200,79086
10:30,78300,78700,78614
10:45,78350,78350,77955
11:00,78400,78000,77947
11:15,78250,77700,77535
11:30,78100,77400,77435
11:45,78250,77600,77408
12:00,78400,77800,77442
12:15,77700,77300,77249
12:30,77000,76800,77213
12:45,77650,77450,77760
13:00,78300,78100,76537
13:15,76900,76400,75812
13:30,75500,74700,74791
13:45,75200,74100,74181
14:00,74900,73500,73494
14:15,74550,73350,72919
14:30,74200,73200,72077
14:45,73400,72350,71689
15:00,72600,71500,71414
15:15,72050,71050,71143
15:30,71500,70600,70707
15:45,71150,70350,70527
16:00,70800,70100,70279
16:15,70800,70350,70615
16:30,70800,70600,70711
16:45,71250,71050,71100
17:00,71700,71500,71620
17:15,72700,72500,72794
17:30,73700,73500,74025
17:45,75150,74950,75578
18:00,76600,76400,76887
18:15,77600,77400,77402
18:30,78600,78400,78475
18:45,79450,79250,78918
19:00,80300,80100,79611
19:15,79700,79500,79074
19:30,79100,78900,78645
19:45,78050,77850,77741
20:00,77000,76800,76831
20:15,75750,75550,75845
20:30,74500,74300,74404
20:45,73400,73200,73410
21:00,72300,72100,72321
21:15,71300,71100,71706
21:30,70300,70100,70383
21:45,69600,69400,69587
22:00,68900,68700,69270
22:15,69250,69050,68656
22:30,69600,69400,69336
22:45,70800,70600,71176
23:00,72000,71800,70726
23:15,71800,71700,70166
23:30,71600,71600,69418
23:45,70850,70850,69909
,,,
,,,
Journ�e du 07/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,70100,68900,68912
00:15,69200,68150,69035
00:30,68300,67400,67351
00:45,67250,66600,65988
01:00,66200,65800,65587
01:15,66500,66050,66219
01:30,66800,66300,65549
01:45,66700,66200,65614
02:00,66600,66100,65385
02:15,65750,65400,65685
02:30,64900,64700,64684
02:45,64150,64000,64024
03:00,63400,63300,63278
03:15,63100,62950,63180
03:30,62800,62600,62595
03:45,62450,62300,62274
04:00,62100,62000,62011
04:15,62000,61950,61933
04:30,61900,61900,61901
04:45,62350,61800,61817
05:00,62800,61700,62396
05:15,63750,62950,63515
05:30,64700,64200,64163
05:45,65750,65050,65006
06:00,66800,65900,65861
06:15,68550,67700,68391
06:30,70300,69500,69536
06:45,71950,70950,71180
07:00,73600,72400,72391
07:15,75250,73950,73883
07:30,76900,75500,75458
07:45,77900,76600,76446
08:00,78900,77700,77661
08:15,79100,77850,77911
08:30,79300,78000,78043
08:45,79400,78300,78560
09:00,79500,78600,78661
09:15,79400,78650,78650
09:30,79300,78700,78616
09:45,79050,78400,78773
10:00,78800,78100,78126
10:15,78550,78000,77992
10:30,78300,77900,77857
10:45,77950,77750,77790
11:00,77600,77600,77605
11:15,77350,77250,77604
11:30,77100,76900,77285
11:45,77400,77200,77022
12:00,77700,77500,77311
12:15,77250,77000,76667
12:30,76800,76500,76547
12:45,77350,77050,76915
13:00,77900,77600,75979
13:15,76600,76250,75618
13:30,75300,74900,74359
13:45,74750,74250,73879
14:00,74200,73600,73557
14:15,73750,73100,73133
14:30,73300,72600,72165
14:45,72550,72050,71504
15:00,71800,71500,70811
15:15,71350,71200,70678
15:30,70900,70900,70568
15:45,70400,70500,70847
16:00,69900,70100,70403
16:15,69700,70000,70240
16:30,69500,69900,70295
16:45,70000,70350,70604
17:00,70500,70800,71055
17:15,71450,71700,71802
17:30,72400,72600,73167
17:45,73750,73900,74382
18:00,75100,75200,75000
18:15,75500,75600,75250
18:30,75900,76000,75673
18:45,76300,76350,76135
19:00,76700,76700,76360
19:15,76300,76250,75967
19:30,75900,75800,75463
19:45,75150,75000,74804
20:00,74400,74200,73891
20:15,73050,72800,73062
20:30,71700,71400,71855
20:45,70700,70350,71060
21:00,69700,69300,69837
21:15,68900,68450,69230
21:30,68100,67600,68044
21:45,67450,66900,67116
22:00,66800,66200,66726
22:15,67250,66650,66651
22:30,67700,67100,67107
22:45,68950,68300,68917
23:00,70200,69500,68304
23:15,70100,69350,68233
23:30,70000,69200,67511
23:45,69000,68650,67484
,,,
,,,
Journ�e du 08/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,68000,66600,66561
00:15,67100,65750,66259
00:30,66200,64900,64886
00:45,65100,63950,63153
01:00,64000,63000,62593
01:15,64100,63050,63025
01:30,64200,63100,62215
01:45,64100,62900,62257
02:00,64000,62700,61815
02:15,62850,61850,62084
02:30,61700,61000,61032
02:45,60950,60300,60399
03:00,60200,59600,59595
03:15,59650,59050,59374
03:30,59100,58500,58500
03:45,58600,58150,58462
04:00,58100,57800,57771
04:15,57850,57600,57661
04:30,57600,57400,57433
04:45,57650,57100,57057
05:00,57700,56800,57127
05:15,58200,57450,58056
05:30,58700,58100,58095
05:45,58900,58400,58441
06:00,59100,58700,58722
06:15,59900,59200,59479
06:30,60700,59700,59659
06:45,61350,60050,60104
07:00,62000,60400,60435
07:15,62700,60800,60764
07:30,63400,61200,61138
07:45,64200,61950,61965
08:00,65000,62700,62670
08:15,65550,63200,63340
08:30,66100,63700,63705
08:45,66650,64100,64100
09:00,67200,64500,64380
09:15,67850,65000,65171
09:30,68500,65500,65554
09:45,68650,65900,65905
10:00,68800,66300,66251
10:15,68900,66400,66069
10:30,69000,66500,66487
10:45,68850,66600,66310
11:00,68700,66700,66705
11:15,68850,66850,66955
11:30,69000,67000,67036
11:45,69450,68000,67342
12:00,69900,69000,68125
12:15,69550,68700,68732
12:30,69200,68400,69003
12:45,70200,69350,70035
13:00,71200,70300,69339
13:15,69500,68650,68723
13:30,67800,67000,67501
13:45,67300,66450,66616
14:00,66800,65900,66068
14:15,66600,65650,65613
14:30,66400,65400,64694
14:45,65050,64600,64034
15:00,63700,63800,63614
15:15,63450,63500,63233
15:30,63200,63200,62897
15:45,62850,62850,62814
16:00,62500,62500,62483
16:15,62150,62100,62322
16:30,61800,61700,62698
16:45,62100,62000,62824
17:00,62400,62300,63026
17:15,63350,63200,63804
17:30,64300,64100,64944
17:45,65250,65050,65970
18:00,66200,66000,66679
18:15,66950,66700,67370
18:30,67700,67400,67798
18:45,68200,67900,68415
19:00,68700,68400,68981
19:15,68350,68000,68757
19:30,68000,67600,68519
19:45,67250,66800,68056
20:00,66500,66000,67434
20:15,65700,65200,66528
20:30,64900,64400,65521
20:45,64000,63450,64770
21:00,63100,62500,64032
21:15,62450,61850,63633
21:30,61800,61200,62734
21:45,61300,60650,62262
22:00,60800,60100,61937
22:15,61450,60750,62275
22:30,62100,61400,62909
22:45,63400,62650,64506
23:00,64700,63900,63549
23:15,64650,63850,64143
23:30,64600,63800,63592
23:45,63350,62950,63988
,,,
,,,
Journ�e du 09/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,62100,63200,63192
00:15,61450,62350,62711
00:30,60800,61500,61499
00:45,59850,60450,59999
01:00,58900,59400,59508
01:15,58850,59550,60054
01:30,58800,59700,59504
01:45,58650,59450,59079
02:00,58500,59200,58869
02:15,57700,58650,59277
02:30,56900,58100,58148
02:45,56050,57150,57014
03:00,55200,56200,56159
03:15,54650,55850,55888
03:30,54100,55500,55465
03:45,53550,55100,55016
04:00,53000,54700,54645
04:15,52950,54350,54325
04:30,52900,54000,54030
04:45,52750,53900,54021
05:00,52600,53800,54053
05:15,52950,54150,54724
05:30,53300,54500,54558
05:45,53350,54600,54528
06:00,53400,54700,54806
06:15,53800,55000,55284
06:30,54200,55300,55167
06:45,54350,55800,55730
07:00,54500,56300,56001
07:15,54950,56450,56574
07:30,55400,56600,56641
07:45,55900,57150,57309
08:00,56400,57700,57716
08:15,56700,58000,57852
08:30,57000,58300,58319
08:45,57650,58850,58884
09:00,58300,59400,59489
09:15,59150,60150,60257
09:30,60000,60900,60931
09:45,60850,61600,61673
10:00,61700,62300,62305
10:15,62250,62800,62841
10:30,62800,63300,63323
10:45,63250,63850,63618
11:00,63700,64400,64441
11:15,63950,64800,64713
11:30,64200,65200,65169
11:45,65150,66400,65654
12:00,66100,67600,66685
12:15,65900,67500,67655
12:30,65700,67400,68282
12:45,66700,68350,68685
13:00,67700,69300,67772
13:15,66000,67650,67206
13:30,64300,66000,65968
13:45,63450,65150,64839
14:00,62600,64300,64196
14:15,62500,63500,63783
14:30,62400,62700,62676
14:45,61150,62050,61812
15:00,59900,61400,61384
15:15,59850,61300,61559
15:30,59800,61200,61078
15:45,59600,60900,60941
16:00,59400,60600,60980
16:15,59500,60800,61086
16:30,59600,61000,60970
16:45,59950,61350,61245
17:00,60300,61700,61567
17:15,61150,62550,62473
17:30,62000,63400,63659
17:45,63500,64900,65019
18:00,65000,66400,66283
18:15,66000,67350,66937
18:30,67000,68300,67694
18:45,67800,69100,68526
19:00,68600,69900,69388
19:15,68250,69600,69555
19:30,67900,69300,69422
19:45,67350,68750,68523
20:00,66800,68200,68128
20:15,65900,67350,67532
20:30,65000,66500,66559
20:45,64250,65800,66142
21:00,63500,65100,65563
21:15,62750,64350,64878
21:30,62000,63600,63907
21:45,61150,62800,63411
22:00,60300,62000,63006
22:15,60750,62350,63085
22:30,61200,62700,63624
22:45,62500,63950,65403
23:00,63800,65200,64858
23:15,63600,64900,64690
23:30,63400,64600,64217
23:45,63200,63800,64554
,,,
,,,
Journ�e du 10/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,63000,64100,63947
00:15,62300,63300,63812
00:30,61600,62500,62511
00:45,60500,61750,61305
01:00,59400,61000,60804
01:15,59300,61050,61215
01:30,59200,61100,60826
01:45,59200,60850,60890
02:00,59200,60600,60466
02:15,58700,60200,60784
02:30,58200,59800,59689
02:45,57400,59100,59051
03:00,56600,58400,58195
03:15,56250,57850,58056
03:30,55900,57300,57373
03:45,55550,57050,57109
04:00,55200,56800,57046
04:15,55350,56900,57319
04:30,55500,57000,56991
04:45,56000,58000,57171
05:00,56500,59000,57923
05:15,57450,59700,59511
05:30,58400,60400,59760
05:45,59600,61150,60978
06:00,60800,61900,61933
06:15,62700,63700,64037
06:30,64600,65500,65451
06:45,66250,67050,67130
07:00,67900,68600,68578
07:15,69500,70050,69805
07:30,71100,71500,71459
07:45,72050,72550,72528
08:00,73000,73600,73582
08:15,73400,73900,73889
08:30,73800,74200,74236
08:45,74000,74200,74146
09:00,74200,74200,74335
09:15,74400,74500,74512
09:30,74600,74800,74840
09:45,74700,74950,75006
10:00,74800,75100,75286
10:15,74700,75350,75115
10:30,74600,75600,75480
10:45,74600,75550,75645
11:00,74600,75500,75522
11:15,74750,75600,75890
11:30,74900,75700,75722
11:45,75150,76250,76093
12:00,75400,76800,76628
12:15,74950,76500,76539
12:30,74500,76200,76490
12:45,75150,76850,77271
13:00,75800,77500,76417
13:15,74650,76350,76096
13:30,73500,75200,75221
13:45,73150,74800,74933
14:00,72800,74400,74425
14:15,72650,73900,74013
14:30,72500,73400,73271
14:45,71650,72550,72623
15:00,70800,71700,72083
15:15,70400,71300,71879
15:30,70000,70900,71485
15:45,69750,70650,71462
16:00,69500,70400,71197
16:15,69600,70550,71118
16:30,69700,70700,71176
16:45,70100,71100,71242
17:00,70500,71500,71469
17:15,71500,72500,72323
17:30,72500,73500,73574
17:45,73750,74750,74834
18:00,75000,76000,75830
18:15,75750,76750,76326
18:30,76500,77500,77123
18:45,77350,78350,78061
19:00,78200,79200,78461
19:15,77400,78450,78258
19:30,76600,77700,77611
19:45,75550,76650,76548
20:00,74500,75600,75264
20:15,73300,74400,74242
20:30,72100,73200,72971
20:45,71100,72200,71767
21:00,70100,71200,70814
21:15,69100,70200,69988
21:30,68100,69200,68850
21:45,67300,68400,67994
22:00,66500,67600,67478
22:15,66450,67600,67890
22:30,66400,67600,68265
22:45,68100,69300,69702
23:00,69800,71000,69049
23:15,69350,70550,69103
23:30,68900,70100,68639
23:45,68750,69350,68760
,,,
,,,
Journ�e du 11/01/2022,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,68600,67700,67696
00:15,67850,66900,67601
00:30,67100,66100,66085
00:45,66300,65150,64773
01:00,65500,64200,64209
01:15,65550,64500,64749
01:30,65600,64800,64195
01:45,65650,64650,64166
02:00,65700,64500,64003
02:15,65050,63900,64369
02:30,64400,63300,63293
02:45,63850,62700,62809
03:00,63300,62100,62057
03:15,63000,61700,62016
03:30,62700,61300,61324
03:45,62450,61000,61174
04:00,62200,60700,60951
04:15,62150,60650,61050
04:30,62100,60600,60766
04:45,62600,61150,61007
05:00,63100,61700,61593
05:15,63900,62650,62882
05:30,64700,63600,63435
05:45,65900,64550,64184
06:00,67100,65500,65511
06:15,68800,67200,67697
06:30,70500,68900,68865
06:45,72250,70550,70613
07:00,74000,72200,72195
07:15,75650,73950,74218
07:30,77300,75700,75775
07:45,78300,76800,76847
08:00,79300,77900,77899
08:15,79550,78300,78407
08:30,79800,78700,78693
08:45,79900,78850,79047
09:00,80000,79000,79022
09:15,79800,79200,78986
09:30,79600,79400,79145
09:45,79400,79150,79336
10:00,79200,78900,78938
10:15,78750,79000,79090
10:30,78300,79100,79109
10:45,78200,78900,78876
11:00,78100,78700,78704
11:15,78100,78700,78900
11:30,78100,78700,78747
11:45,78350,79000,78758
12:00,78600,79300,79242
12:15,78450,78700,78523
12:30,78300,78100,78302
12:45,78900,78700,78794
13:00,79500,79300,77660
13:15,78050,77800,77244
13:30,76600,76300,76260
13:45,75950,75600,75454
14:00,75300,74900,74946
14:15,74650,74700,74462
14:30,74000,74500,73256
14:45,73000,73250,73046
15:00,72000,72000,72119
15:15,71900,71750,71922
15:30,71800,71500,71628
15:45,71400,71300,71580
16:00,71000,71100,71324
16:15,71050,71050,71159
16:30,71100,71000,71110
16:45,71350,71150,71375
17:00,71600,71300,71954
17:15,72600,72200,72946
17:30,73600,73100,74618
