Journ�e du 01/01/2021,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
03:15,60600,61050,61194
03:30,60200,60600,60576
03:45,59950,60250,60322
04:00,59700,59900,59914
04:15,59550,59800,59929
04:30,59400,59700,59680
04:45,59400,59750,59557
05:00,59400,59800,59778
05:15,59950,60250,60511
05:30,60500,60700,60703
05:45,60750,60950,61021
06:00,61000,61200,61181
06:15,61600,61850,62334
06:30,62200,62500,62440
06:45,62750,62850,62729
07:00,63300,63200,63150
07:15,63900,63700,63647
07:30,64500,64200,64165
07:45,65250,64750,64680
08:00,66000,65300,65327
08:15,66350,65850,65935
08:30,66700,66400,66432
08:45,67250,66850,66992
09:00,67800,67300,67255
09:15,68500,68150,68190
09:30,69200,69000,68992
09:45,69500,69700,69683
10:00,69800,70400,70280
10:15,70300,70800,70635
10:30,70800,71200,70872
10:45,71000,71300,71285
11:00,71200,71400,71350
11:15,71350,71600,71622
11:30,71500,71800,71822
11:45,72000,72850,72163
12:00,72500,73900,73266
12:15,72600,73750,73816
12:30,72700,73600,74481
12:45,73250,74600,75575
13:00,73800,75600,74632
13:15,72350,74150,73990
13:30,70900,72700,72686
13:45,70300,71900,71715
14:00,69700,71100,71088
14:15,69400,70450,70766
14:30,69100,69800,69772
14:45,68400,69200,69185
15:00,67700,68600,68608
15:15,67500,68300,68622
15:30,67300,68000,67982
15:45,67100,67600,67783
16:00,66900,67200,67355
16:15,66950,67350,67301
16:30,67000,67500,67519
16:45,67500,67850,67687
17:00,68000,68200,68220
17:15,69400,69200,69055
17:30,70800,70200,70244
17:45,72050,71150,71499
18:00,73300,72100,72072
18:15,73950,72700,72448
18:30,74600,73300,73345
18:45,75150,73900,73919
19:00,75700,74500,74469
19:15,75700,74600,74542
19:30,75700,74700,74431
19:45,75150,74200,74058
20:00,74600,73700,73489
20:15,73900,73100,72623
20:30,73200,72500,71683
20:45,72500,71850,70905
21:00,71800,71200,70155
21:15,70950,70450,69832
21:30,70100,69700,68587
21:45,69400,69050,67987
22:00,68700,68400,67649
22:15,69500,69300,67620
22:30,70300,70200,68529
22:45,71300,71250,70655
23:00,72300,72300,70139
23:15,71800,72250,69827
23:30,71300,72200,69606
23:45,70850,71300,69911
,,,
,,,
Journ�e du 03/01/2021,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,70400,69100,69085
00:15,69600,68150,68706
00:30,68800,67200,67161
00:45,67850,66300,65833
01:00,66900,65400,65375
01:15,67000,65600,65621
01:30,67100,65800,65093
01:45,67050,65550,64931
02:00,67000,65300,64509
02:15,66350,64450,64788
02:30,65700,63600,63630
02:45,65000,62800,63055
03:00,64300,62000,61961
03:15,63700,61500,61592
03:30,63100,61000,60996
03:45,62550,60400,60363
04:00,62000,59800,59832
04:15,61850,59550,59713
04:30,61700,59300,59327
04:45,61500,59100,59134
05:00,61300,58900,59244
05:15,61600,59250,59516
05:30,61900,59600,59665
05:45,62050,59650,59666
06:00,62200,59700,59667
06:15,62500,60150,60399
06:30,62800,60600,60711
06:45,63150,60900,60659
07:00,63500,61200,60983
07:15,63800,61450,61416
07:30,64100,61700,61705
07:45,64550,62150,62129
08:00,65000,62600,62633
08:15,65300,63000,63031
08:30,65600,63400,63419
08:45,66150,63850,63853
09:00,66700,64300,64350
09:15,67350,65150,65067
09:30,68000,66000,66012
09:45,68850,66750,66930
10:00,69700,67500,67416
10:15,70400,68150,68171
10:30,71100,68800,68705
10:45,71550,69250,69244
11:00,72000,69700,69732
11:15,72500,70300,70388
11:30,73000,70900,70838
11:45,73850,71950,71254
12:00,74700,73000,72602
12:15,74950,73050,73080
12:30,75200,73100,73812
12:45,75700,73850,74290
13:00,76200,74600,73570
13:15,74750,72850,72459
13:30,73300,71100,71068
13:45,72500,70100,69944
14:00,71700,69100,69119
14:15,71200,68350,68591
14:30,70700,67600,67629
14:45,70100,67100,66911
15:00,69500,66600,66531
15:15,69100,66300,66319
15:30,68700,66000,65955
15:45,68550,65600,65518
16:00,68400,65200,65402
16:15,68450,65300,65549
16:30,68500,65400,65390
16:45,69050,65850,65743
17:00,69600,66300,66277
17:15,71000,67550,67398
17:30,72400,68800,68757
17:45,73650,70050,69873
18:00,74900,71300,71203
18:15,75650,72200,72137
18:30,76400,73100,73128
18:45,77300,74100,73856
19:00,78200,75100,74873
19:15,78000,74810,75067
19:30,77800,74520,74979
19:45,77350,74215,74533
20:00,76900,73910,73848
20:15,76100,73175,73322
20:30,75300,72440,72327
20:45,74500,71735,71537
21:00,73700,71030,70986
21:15,72750,70245,70075
21:30,71800,69460,69222
21:45,71100,68610,68603
22:00,70400,67760,67782
22:15,70800,68235,68124
22:30,71200,68710,68744
22:45,72050,69745,70817
23:00,72900,70780,70109
23:15,72700,70500,69854
23:30,72500,70220,69450
23:45,71350,69810,69896
,,,
,,,
Journ�e du 04/01/2021,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,70200,69100,69082
00:15,69350,68350,69005
00:30,68500,67600,67653
00:45,67700,66900,66385
01:00,66900,66200,66019
01:15,67100,66050,66136
01:30,67300,65900,65927
01:45,67050,66150,65947
02:00,66800,66400,65643
02:15,66400,65800,66031
02:30,66000,65200,65132
02:45,65200,64450,64569
03:00,64400,63700,63736
03:15,64000,63250,63649
03:30,63600,62800,62826
03:45,63050,62400,62426
04:00,62500,62000,62038
04:15,62550,62050,62235
04:30,62600,62100,62103
04:45,63000,62650,62122
05:00,63400,63200,62935
05:15,64250,63900,64031
05:30,65100,64600,64598
05:45,66050,65550,65375
06:00,67000,66500,66456
06:15,68600,68250,68779
06:30,70200,70000,70008
06:45,72150,71650,71555
07:00,74100,73300,73288
07:15,75750,74650,74801
07:30,77400,76000,76016
07:45,78550,77200,76783
08:00,79700,78400,78393
08:15,80050,78850,78636
08:30,80400,79300,79273
08:45,80300,79650,79562
09:00,80200,80000,80017
09:15,80500,80400,80440
09:30,80800,80800,80837
09:45,80950,81050,81046
10:00,81100,81300,81323
10:15,81250,81450,81439
10:30,81400,81600,81573
10:45,81350,81850,81737
11:00,81300,82100,82110
11:15,81550,82500,82323
11:30,81800,82900,82850
11:45,82150,83700,83174
12:00,82500,84500,83930
12:15,82150,84350,84351
12:30,81800,84200,84263
12:45,82400,84700,85125
13:00,83000,85200,84305
13:15,82100,84150,83931
13:30,81200,83100,83088
13:45,80850,82650,82582
14:00,80500,82200,82159
14:15,80000,81700,82148
14:30,79500,81200,81047
14:45,79000,80650,80509
15:00,78500,80100,79786
15:15,78250,79850,79887
15:30,78000,79600,79482
15:45,77750,79300,79008
16:00,77500,79000,78849
16:15,77500,79000,78446
16:30,77500,79000,78159
16:45,77900,79350,78437
17:00,78300,79700,78942
17:15,79350,80650,79875
17:30,80400,81600,80731
17:45,81450,82600,81686
18:00,82500,83600,82448
18:15,83000,84000,83248
18:30,83500,84400,84053
18:45,84150,85000,84541
19:00,84800,85600,85063
19:15,84000,84800,84480
19:30,83200,84000,83399
19:45,82450,83250,81876
20:00,81700,82500,80753
20:15,80400,81200,79848
20:30,79100,79900,78470
20:45,78100,78950,77225
21:00,77100,78000,76061
21:15,75900,76800,75287
21:30,74700,75600,74082
21:45,73850,74750,73455
22:00,73000,73900,72916
22:15,73350,74250,72842
22:30,73700,74600,73414
22:45,74700,75600,75349
23:00,75700,76600,74595
23:15,75550,76250,74479
23:30,75400,75900,74016
23:45,74800,75050,74459
,,,
,,,
Journ�e du 05/01/2021,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,74200,73700,73475
00:15,73350,72700,72943
00:30,72500,71700,71701
00:45,71700,70650,70115
01:00,70900,69600,69818
01:15,71050,70200,70649
01:30,71200,70800,70202
01:45,71200,70650,70222
02:00,71200,70500,69949
02:15,70700,69850,70342
02:30,70200,69200,69192
02:45,69400,68350,68234
03:00,68600,67500,67510
03:15,68100,67000,67196
03:30,67600,66500,66524
03:45,67150,66150,66295
04:00,66700,65800,65929
04:15,66700,65750,66073
04:30,66700,65700,65719
04:45,67200,66100,65911
05:00,67700,66500,66319
05:15,68500,67200,67669
05:30,69300,67900,67956
05:45,70400,68950,69005
06:00,71500,70000,70041
06:15,73350,71900,72658
06:30,75200,73800,73841
06:45,76950,75350,75166
07:00,78700,76900,76948
07:15,80100,78200,78258
07:30,81500,79500,79486
07:45,82500,80850,80576
08:00,83500,82200,81832
08:15,83850,82300,82404
08:30,84200,82400,82419
08:45,84100,82950,82803
09:00,84000,83500,83255
09:15,84250,83500,83323
09:30,84500,83500,83521
09:45,84600,83600,83737
10:00,84700,83700,83655
10:15,84700,83750,83859
10:30,84700,83800,83774
10:45,84800,83900,83727
11:00,84900,84000,84155
11:15,85100,84150,84441
11:30,85300,84300,84302
11:45,85450,85000,84764
12:00,85600,85700,85511
12:15,85450,85550,85561
12:30,85300,85400,85418
12:45,85500,86050,86593
13:00,85700,86700,85720
13:15,84650,85600,84989
13:30,83600,84500,84579
13:45,83150,83800,83476
14:00,82700,83100,83169
14:15,82100,83050,82963
14:30,81500,83000,82413
14:45,81000,82200,81651
15:00,80500,81400,81476
15:15,80100,81000,81048
15:30,79700,80600,80902
15:45,79350,80200,80759
16:00,79000,79800,80460
16:15,79000,79800,80198
16:30,79000,79800,80219
16:45,79250,80000,80286
17:00,79500,80200,80796
17:15,80800,81500,81422
17:30,82100,82800,82405
17:45,83300,83950,83287
18:00,84500,85100,84591
18:15,85100,85700,84555
18:30,85700,86300,85318
18:45,86200,86750,85713
19:00,86700,87200,86229
19:15,85950,86450,85807
19:30,85200,85700,84963
19:45,84250,84750,83632
20:00,83300,83800,82454
20:15,82200,82650,81398
20:30,81100,81500,80149
20:45,80000,80400,78768
21:00,78900,79300,77751
21:15,77800,78150,76853
21:30,76700,77000,75659
21:45,75850,76150,74657
22:00,75000,75300,74088
22:15,75200,75450,74055
22:30,75400,75600,74993
22:45,76500,76700,76931
23:00,77600,77800,76199
23:15,77500,77650,75589
23:30,77400,77500,75120
23:45,76450,76500,75520
,,,
,,,
Journ�e du 06/01/2021,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,75500,74400,74447
00:15,74450,73550,74067
00:30,73400,72700,72883
00:45,72400,71800,71319
01:00,71400,70900,70891
01:15,71850,71450,71562
01:30,72300,72000,71315
01:45,72300,71850,71473
02:00,72300,71700,70735
02:15,71700,70950,71447
02:30,71100,70200,70204
02:45,70250,69450,69680
03:00,69400,68700,68531
03:15,68900,68300,68518
03:30,68400,67900,67869
03:45,68000,67350,67209
04:00,67600,66800,66993
04:15,67550,66800,67106
04:30,67500,66800,66879
04:45,67950,67200,66971
05:00,68400,67600,67570
05:15,69150,68450,68949
05:30,69900,69300,69303
05:45,70900,70400,70339
06:00,71900,71500,71136
06:15,73650,73150,73628
06:30,75400,74800,74808
06:45,77000,76050,75874
07:00,78600,77300,77308
07:15,80200,78400,78219
07:30,81800,79500,79521
07:45,82750,80600,80461
08:00,83700,81700,81702
08:15,84050,82300,82288
08:30,84400,82900,82905
08:45,84400,83100,83082
09:00,84400,83300,83262
09:15,84700,83550,83707
09:30,85000,83800,83755
09:45,85150,84000,83832
10:00,85300,84200,84204
10:15,85400,84300,84019
10:30,85500,84400,84320
10:45,85650,84300,83997
11:00,85800,84200,84214
11:15,86200,84650,84467
11:30,86600,85100,84716
11:45,87050,85600,84661
12:00,87500,86100,85547
12:15,87250,85900,85657
12:30,87000,85700,85483
12:45,87300,86050,86322
13:00,87600,86400,85261
13:15,86400,85250,84916
13:30,85200,84100,83891
13:45,84750,83650,83350
14:00,84300,83200,83039
14:15,83900,82850,82816
14:30,83500,82500,81900
14:45,82550,81600,80895
15:00,81600,80700,80482
15:15,81150,80300,80259
15:30,80700,79900,79824
15:45,80400,79650,79517
16:00,80100,79400,79200
16:15,79950,79300,79262
16:30,79800,79200,79049
16:45,80250,79550,79042
17:00,80700,79900,79508
17:15,81950,81050,80304
17:30,83200,82200,81788
17:45,84250,83100,82579
18:00,85300,84000,83943
18:15,85950,84550,84557
18:30,86600,85100,85124
18:45,87300,85700,85859
19:00,88000,86300,86513
19:15,87150,85500,86046
19:30,86300,84700,84964
19:45,85100,83500,83823
20:00,83900,82300,82730
20:15,82800,81250,81598
20:30,81700,80200,80035
20:45,80450,78950,79194
21:00,79200,77700,77771
21:15,78200,76750,77085
21:30,77200,75800,75887
21:45,76300,74900,75061
22:00,75400,74000,74615
22:15,75650,74300,74515
22:30,75900,74600,75382
22:45,77250,75950,77288
23:00,78600,77300,76682
23:15,77900,76650,76494
23:30,77200,76000,76125
23:45,76150,75550,76546
,,,
,,,
Journ�e du 07/01/2021,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,75100,75800,75811
00:15,74150,74850,75521
00:30,73200,73900,73915
00:45,72250,73150,72769
01:00,71300,72400,72096
01:15,71900,74150,73529
01:30,72500,75900,73018
01:45,72400,74700,73289
02:00,72300,73500,72647
02:15,71650,72800,73229
02:30,71000,72100,72135
02:45,70250,71200,71422
03:00,69500,70300,70285
03:15,69000,69850,70167
03:30,68500,69400,69438
03:45,68200,69100,69285
04:00,67900,68800,68828
04:15,67850,68700,69144
04:30,67800,68600,68690
04:45,68200,68950,68694
05:00,68600,69300,69294
05:15,69350,70100,70609
05:30,70100,70900,70917
05:45,71200,71950,72001
06:00,72300,73000,73040
06:15,74200,74700,75389
06:30,76100,76400,76405
06:45,77700,77900,78279
07:00,79300,79400,79361
07:15,80550,81000,81141
07:30,81800,82600,82615
07:45,83050,83750,83574
08:00,84300,84900,84910
08:15,84450,85250,85314
08:30,84600,85600,85612
08:45,85000,85850,85830
09:00,85400,86100,85948
09:15,85400,86050,85733
09:30,85400,86000,86010
09:45,85450,85850,85735
10:00,85500,85700,85737
10:15,85500,85400,85467
10:30,85500,85100,85100
10:45,85600,84900,84839
11:00,85700,84700,84705
11:15,85800,84600,84497
11:30,85900,84500,84551
11:45,86500,84750,84506
12:00,87100,85000,84773
12:15,86750,84600,84647
12:30,86400,84200,84626
12:45,86950,84850,85035
13:00,87500,85500,84071
13:15,86400,83900,83450
13:30,85300,82300,82407
13:45,84650,81800,81913
14:00,84000,81300,81310
14:15,83850,81050,81091
14:30,83700,80800,80334
14:45,82900,79900,79559
15:00,82100,79000,79022
15:15,81800,78750,78989
15:30,81500,78500,78773
15:45,81200,78350,78537
16:00,80900,78200,78362
16:15,80900,78300,78191
16:30,80900,78400,78286
16:45,81250,78850,78583
17:00,81600,79300,79097
17:15,82550,80350,79993
17:30,83500,81400,81716
17:45,84500,82450,83192
18:00,85500,83500,84286
18:15,85900,84000,84646
18:30,86300,84500,85555
18:45,86800,85100,86546
19:00,87300,85700,87310
19:15,86650,85100,86746
19:30,86000,84500,86145
19:45,84850,83350,84595
20:00,83700,82200,83766
20:15,82450,81000,82237
20:30,81200,79800,80838
20:45,80150,78750,79778
21:00,79100,77700,78971
21:15,78100,76750,78064
21:30,77100,75800,76881
21:45,76150,74900,75931
22:00,75200,74000,75522
22:15,75700,74500,75558
22:30,76200,75000,76190
22:45,77350,76200,78250
23:00,78500,77400,77461
23:15,78050,76950,77194
23:30,77600,76500,77111
23:45,76300,75750,77697
,,,
,,,
Journ�e du 08/01/2021,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,75000,76500,76432
00:15,74300,75750,76345
00:30,73600,75000,75068
00:45,72650,74050,73691
01:00,71700,73100,73208
01:15,72450,73900,74421
01:30,73200,74700,73940
01:45,73200,74600,74144
02:00,73200,74500,73768
02:15,72650,73850,74061
02:30,72100,73200,73162
02:45,71450,72500,72480
03:00,70800,71800,71789
03:15,70550,71350,71551
03:30,70300,70900,70743
03:45,70000,70400,70040
04:00,69700,69900,69878
04:15,69800,69800,70221
04:30,69900,69700,69770
04:45,70350,70050,69956
05:00,70800,70400,70371
05:15,71800,71450,72006
05:30,72800,72500,72503
05:45,73800,73350,73350
06:00,74800,74200,74185
06:15,76800,76050,76686
06:30,78800,77900,77901
06:45,80450,79250,79235
07:00,82100,80600,80521
07:15,83550,82000,82149
07:30,85000,83400,83371
07:45,86100,84400,84422
08:00,87200,85400,85369
08:15,87450,85850,85903
08:30,87700,86300,86252
08:45,87700,86400,86359
09:00,87700,86500,86494
09:15,87850,86700,87033
09:30,88000,86900,86922
09:45,87950,86750,86734
10:00,87900,86600,86650
10:15,87650,86050,86156
10:30,87400,85500,85656
10:45,87150,85150,85304
11:00,86900,84800,84909
11:15,86900,84600,84778
11:30,86900,84400,84407
11:45,86900,84700,84644
12:00,86900,85000,84770
12:15,86550,84500,84413
12:30,86200,84000,84354
12:45,86750,84650,85079
13:00,87300,85300,84040
13:15,85800,83600,83275
13:30,84300,81900,82023
13:45,83700,81300,81301
14:00,83100,80700,80713
14:15,82800,79350,79016
14:30,82500,78000,77994
14:45,81150,77250,77385
15:00,79800,76500,76494
15:15,79300,76800,77395
15:30,78800,77100,77080
15:45,78400,76750,76713
16:00,78000,76400,76417
16:15,77800,76500,76727
16:30,77600,76600,76548
16:45,78050,77050,76998
17:00,78500,77500,77476
17:15,79750,78800,78595
17:30,81000,80100,80002
17:45,82250,81350,81831
18:00,83500,82600,82900
18:15,84100,83250,83311
18:30,84700,83900,84025
18:45,85150,84350,84697
19:00,85600,84800,85200
19:15,84900,84100,85049
19:30,84200,83400,84410
19:45,83250,82500,83577
20:00,82300,81600,83142
20:15,81150,80450,81796
20:30,80000,79300,80197
20:45,79000,78350,78902
21:00,78000,77400,78417
21:15,77100,76500,77661
21:30,76200,75600,76903
21:45,75450,74850,75747
22:00,74700,74100,75551
22:15,75200,74650,75728
22:30,75700,75200,76480
22:45,77000,76500,78619
23:00,78300,77800,77871
23:15,77800,77350,77784
23:30,77300,76900,77509
23:45,76700,76300,77848
,,,
,,,
Journ�e du 09/01/2021,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,76100,77100,76928
00:15,75200,76250,77042
00:30,74300,75400,75392
00:45,73100,74550,74007
01:00,71900,73700,73269
01:15,72400,74150,74359
01:30,72900,74600,73779
01:45,72500,74300,73776
02:00,72100,74000,73338
02:15,71250,73100,73713
02:30,70400,72200,72244
02:45,69450,71450,71305
03:00,68500,70700,70689
03:15,68000,70000,70125
03:30,67500,69300,69333
03:45,67150,68750,68612
04:00,66800,68200,68188
04:15,66550,68000,68240
04:30,66300,67800,67730
04:45,66350,67650,67632
05:00,66400,67500,67809
05:15,66800,68150,68435
05:30,67200,68800,68663
05:45,67600,68900,68817
06:00,68000,69000,68869
06:15,68600,69750,69897
06:30,69200,70500,70253
06:45,69750,70850,70466
07:00,70300,71200,71072
07:15,71050,71750,71669
07:30,71800,72300,72335
07:45,72550,73150,72997
08:00,73300,74000,73988
08:15,73900,74750,74696
08:30,74500,75500,75537
08:45,75100,76050,75789
09:00,75700,76600,76575
09:15,76450,77300,77321
09:30,77200,78000,78000
09:45,77600,78650,78626
10:00,78000,79300,78917
10:15,78050,79400,79296
10:30,78100,79500,79454
10:45,78000,79300,79183
11:00,77900,79100,79055
11:15,77950,79200,79060
11:30,78000,79300,79033
11:45,78550,79900,79095
12:00,79100,80500,79666
12:15,78850,80250,79960
12:30,78600,80000,80339
12:45,79300,80650,80877
13:00,80000,81300,79812
13:15,78350,79600,78576
13:30,76700,77900,77296
13:45,75900,77050,76196
14:00,75100,76200,75350
14:15,74700,75750,74665
14:30,74300,75300,73933
14:45,73450,74400,72909
15:00,72600,73500,72368
15:15,72200,73050,72198
15:30,71800,72600,71900
15:45,71300,72050,71295
16:00,70800,71500,71353
16:15,70800,71500,71417
16:30,70800,71500,71378
16:45,71300,71950,71727
17:00,71800,72400,72408
17:15,73050,73650,73047
17:30,74300,74900,74851
17:45,75350,75950,76077
18:00,76400,77000,77180
18:15,77100,77650,78063
18:30,77800,78300,78713
18:45,78450,78950,79407
19:00,79100,79600,80207
19:15,78750,79250,80229
19:30,78400,78900,80060
19:45,77750,78250,79498
20:00,77100,77600,79327
20:15,76400,76900,78640
20:30,75700,76200,77750
20:45,74950,75450,76812
21:00,74200,74700,76334
21:15,73500,74000,75862
21:30,72800,73300,74672
21:45,72250,72750,74165
22:00,71700,72200,73798
22:15,72400,72900,73915
22:30,73100,73600,74529
22:45,74450,74950,76805
23:00,75800,76300,76358
23:15,75800,76200,76136
23:30,75800,76100,75993
23:45,75050,75200,76482
,,,
,,,
Journ�e du 10/01/2021,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,74300,75800,75818
00:15,73500,74750,74866
00:30,72700,73700,73744
00:45,71750,72800,72582
01:00,70800,71900,72044
01:15,71150,72300,72256
01:30,71500,72700,71934
01:45,71350,72600,72126
02:00,71200,72500,71661
02:15,70450,71550,71789
02:30,69700,70600,70626
02:45,68850,69800,69936
03:00,68000,69000,69122
03:15,67550,68550,68702
03:30,67100,68100,68144
03:45,66700,67500,67520
04:00,66300,66900,66901
04:15,66150,66700,66779
04:30,66000,66500,66486
04:45,65800,66250,66237
05:00,65600,66000,66157
05:15,66000,66400,66864
05:30,66400,66800,66814
05:45,66600,66800,66710
06:00,66800,66800,66795
06:15,67150,67100,67396
06:30,67500,67400,67424
06:45,67800,67750,67958
07:00,68100,68100,68130
07:15,68500,68600,68485
07:30,68900,69100,69120
07:45,69500,69750,69460
08:00,70100,70400,70286
08:15,70400,70700,70770
08:30,70700,71000,71010
08:45,71300,71850,71513
09:00,71900,72700,72459
09:15,72700,73350,73496
09:30,73500,74000,73963
09:45,74300,74900,74675
10:00,75100,75800,75757
10:15,75700,76100,76066
10:30,76300,76400,76370
10:45,76400,76650,76785
11:00,76500,76900,76816
11:15,76700,77100,77084
11:30,76900,77300,77327
11:45,77450,78100,77502
12:00,78000,78900,78286
12:15,77800,78750,78675
12:30,77600,78600,78932
12:45,78350,79300,79380
13:00,79100,80000,78127
13:15,77250,77850,76771
13:30,75400,75700,75655
13:45,74400,74600,74219
14:00,73400,73500,73198
14:15,73000,73100,72507
14:30,72600,72700,71410
14:45,71500,71650,70620
15:00,70400,70600,69907
15:15,69850,70050,69610
15:30,69300,69500,69130
15:45,68850,69100,68951
16:00,68400,68700,68494
16:15,68300,68600,68482
16:30,68200,68500,68565
16:45,68700,69050,68443
17:00,69200,69600,69314
17:15,70400,70850,70354
17:30,71600,72100,71918
17:45,73200,73750,73669
18:00,74800,75400,75462
18:15,75800,76450,76845
18:30,76800,77500,77881
18:45,77750,78500,78891
19:00,78700,79500,79935
19:15,78650,79450,80286
19:30,78600,79400,79991
19:45,78150,78950,79819
20:00,77700,78500,79404
20:15,76900,77700,78483
20:30,76100,76900,77696
20:45,75450,76250,76879
21:00,74800,75600,76603
21:15,74000,74800,75732
21:30,73200,74000,74800
21:45,72550,73350,74175
22:00,71900,72700,73780
22:15,72250,73050,73511
22:30,72600,73400,74418
22:45,74000,74800,76664
23:00,75400,76200,76126
23:15,75450,76300,75873
23:30,75500,76400,75655
23:45,75450,75900,76062
,,,
,,,
Journ�e du 11/01/2021,,,
Heures,Pr�visionJ-1,Pr�visionJ,Consommation
00:00,75400,75800,75724
00:15,74600,75100,75487
00:30,73800,74400,74419
00:45,72850,73450,73140
01:00,71900,72500,72751
01:15,72200,73050,73354
01:30,72500,73600,72906
01:45,72450,73600,73173
02:00,72400,73600,72753
02:15,71750,73000,73421
02:30,71100,72400,72408
02:45,70250,71650,71797
03:00,69400,70900,70852
03:15,68950,70600,71064
03:30,68500,70300,70303
03:45,68100,69800,69947
04:00,67700,69300,69434
04:15,67800,69500,69795
04:30,67900,69700,69679
04:45,68350,70000,69611
05:00,68800,70300,70313
05:15,69800,71350,71599
05:30,70800,72400,72398
05:45,71950,73250,73439
06:00,73100,74100,74088
06:15,75100,76100,76598
06:30,77100,78100,78082
06:45,78900,79600,79914
07:00,80700,81100,81089
07:15,82250,82750,82978
07:30,83800,84400,84372
07:45,84800,86250,85346
08:00,85800,88100,86218
08:15,86150,88050,87054
08:30,86500,88000,87955
08:45,86650,88150,88114
09:00,86800,88300,88267
09:15,87000,88150,88348
09:30,87200,88000,88010
09:45,87150,87950,88013
10:00,87100,87900,87895
10:15,86900,87500,87517
10:30,86700,87100,87115
10:45,86600,87000,86865
11:00,86500,86900,86702
11:15,86500,86950,86773
11:30,86500,87000,86481
11:45,86650,87150,86745
12:00,86800,87300,87055
12:15,86350,86850,86578
12:30,85900,86400,86667
12:45,86500,86950,87412
13:00,87100,87500,86341
13:15,86050,86450,85580
13:30,85000,85400,84686
13:45,84200,84600,84333
14:00,83400,83800,83698
14:15,82400,82800,83203
14:30,81400,81800,82078
14:45,80700,81050,81529
15:00,80000,80300,80995
15:15,79750,80050,80603
15:30,79500,79800,80021
15:45,79250,79550,79911
16:00,79000,79300,79541
16:15,79000,79300,79532
16:30,79000,79300,79360
16:45,79400,79700,79845
